timestamp,ue_id,serving_cell_id,rprs_dbm,rsrq_db,sinr_db,prb_usage_pct,ue_speed_kmh,cell_prb_usage_serving,cell_prb_usage_neighbor,ue_position_norm
2025-08-13T10:19:35.444445Z,UE-01,Cell-2,-115.90436894673805,-14.649618298013694,18.656397433068904,5.995886965792174,42.131864333988574,61.218360539566156,51.94551102054543,0.8977364493442829
2025-08-13T10:19:35.444445Z,UE-02,Cell-1,-85.42685523842798,-7.575056383850112,10.758742373087157,20.166090493806898,11.563796555462282,61.72346668719818,88.8293652566278,0.5738106951126286
2025-08-13T10:19:35.444445Z,UE-03,Cell-1,-118.92713761603046,-10.954247514028873,15.98967915616931,32.817832841961135,12.024369060870592,75.36195455716364,25.364519001493267,0.41524344611499064
2025-08-13T10:19:35.444445Z,UE-04,Cell-2,-83.59814924677863,-11.626092025346622,20.038202836382524,37.623730165203796,63.94506928369741,28.331513834811,54.173392119659354,0.010923348399478727
2025-08-13T10:19:35.444445Z,UE-05,Cell-2,-117.73590721313718,-7.090679031618973,21.1117748668432,58.29771876137221,80.14536115809601,78.07677255345419,58.200144583896844,0.9083601124666278
2025-08-13T10:19:35.444445Z,UE-06,Cell-2,-81.83748899042178,-5.988190636295112,-0.4199712705877925,97.17768619521404,7.409885503895253,62.51428920341224,63.83002621555663,0.9312332745390642
2025-08-13T10:19:35.444445Z,UE-07,Cell-1,-87.77849418403147,-9.083836582265324,-3.9351417467028127,65.3996847576428,26.914647925350206,47.19441079083107,44.776651946907066,0.4060261184902686
2025-08-13T10:19:35.444445Z,UE-08,Cell-2,-111.20350654833399,-9.733750163379073,19.581337482522994,55.91081065731763,8.546654787842897,92.93715172184633,28.025499252294615,0.655561552441446
2025-08-13T10:19:35.444445Z,UE-09,Cell-1,-84.6414539099301,-9.736311657811513,18.10613071728945,42.68922022671816,25.254110219763334,88.58473156724392,54.39802502693883,0.759507768920586
2025-08-13T10:19:35.444445Z,UE-10,Cell-2,-82.83396735570346,-11.549599632086107,17.127893194979002,37.75412007574689,17.196135791368015,22.745811432783345,53.06691149061768,0.5442217665626935
2025-08-13T10:19:36.444445Z,UE-01,Cell-1,-90.6156210750539,-6.958488182426919,5.127679242147504,77.23340094416827,8.824436977753262,87.82913576044118,88.08079529005799,0.06177903953819952
2025-08-13T10:19:36.444445Z,UE-02,Cell-2,-87.80579191424569,-6.916752149847202,8.640158697160057,96.03253531167209,108.34406371594935,68.86964705003814,62.56305126706608,0.6635368130645686
2025-08-13T10:19:36.444445Z,UE-03,Cell-1,-102.16168786767622,-8.042203000698084,-4.478891848513764,14.190885479982374,70.59986449354565,26.056123580867187,80.46839626845289,0.8370781404709355
2025-08-13T10:19:36.444445Z,UE-04,Cell-1,-109.9493351756872,-14.891629975014672,-3.750244847309099,50.38174785024467,52.481713131116365,39.77735123276539,88.52428335998798,0.41541259208980374
2025-08-13T10:19:36.444445Z,UE-05,Cell-2,-108.15432734968587,-8.045203728685877,15.376739900860656,80.67405999058668,0.793882809949662,80.11927777108215,32.828307907238795,0.6139268412051312
2025-08-13T10:19:36.444445Z,UE-06,Cell-1,-102.53727190836386,-10.265367033086234,1.413842689494384,97.20492763140355,85.43111536808946,52.35867073610525,63.41636688248666,0.5521635948122654
2025-08-13T10:19:36.444445Z,UE-07,Cell-2,-108.04337693402647,-10.034276311234226,2.2961294298743002,4.481402184024863,1.415693020062334,28.06748723619161,35.840897549896646,0.7354107077841009
2025-08-13T10:19:36.444445Z,UE-08,Cell-1,-94.33190950345633,-5.938787303946249,9.975132491973579,42.27248366337181,117.90505499492015,84.88417051564754,70.1673618956086,0.9941287433373245
2025-08-13T10:19:36.444445Z,UE-09,Cell-2,-118.82321401266964,-12.797209464998772,11.77162527631484,21.348924854493745,84.25053034162383,68.66094293578566,82.91212961114417,0.16108776133560476
2025-08-13T10:19:36.444445Z,UE-10,Cell-1,-101.31679919506252,-10.781905679292588,5.2047985676083215,35.25035470325878,23.004286716198767,59.27585272799331,82.24489257321092,0.4123356204892977
